parte_proyecto_inclusion,sexo,edad,departamento,ciudad,unidad_educativa,nivel_educacion_maximo,anios_experiencia,tiempo_ue_actual,tiempo_ue_actual_num,area_imparte,paso_curso_tec,curso,pc_casa,laptop_escritorio,num_pc,tablet,num_tablet,origen_pc,pc_llenado,pc_juegos,pc_estudio,pc_musica,pc_redes,pc_nada,pc_planificar,pc_clases,pc_videos,pc_internet,tiene_celular,tiene_smartphone,cel_llamadas,cel_musica,cel_juegos,cel_fotos,cel_redes,cel_text,cel_videos,cel_internet,internet_casa,internet_movil,internet_colegio,usa_facebook,usa_youtube,usa_whatsapp,usa_messenger,usa_instagram,usa_twiter,usa_linkedin,usa_skype,dias_uso_internet,so,conoce_soft_libre,existe_laboratorio,sabe_inclusion_digital
Sí,Femenino,45,La Paz,La Paz,URUGUAY,normalista,19,Más de un año,19,Comunidad y Sociedad,Sí,Programas de software libre,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,No,No,Sí,Sí,No,No,No,No,No,Sí,Sí,Sí,Sí,No,No,No,No,No,No,Sí,Sí,Sí,Sí,No,No,Sí,No,No,No,No,No,4,Windows,Sí,Sí,Sí
Sí,Masculino,50,La Paz,El Alto,ALTO DE LA ALIANZA MAÑANA,licenciatura,26,Más de un año,22,"Ciencia, Tecnología y Producción",Sí,Class rom pizarra virtual,Sí,Computadora de escritorio,2,No,NA,Por cuenta propia,Sí,No,No,No,No,No,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,No,No,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,No,No,7,Windows,Sí,Sí,Sí
Sí,Masculino,65,Cochabamba,Cochabamba,ABAROA A,normalista,22,Más de un año,10,Cosmos y Pensamiento,Sí,Cursos de seduca,Sí,Computadora portátil,2,No,NA,Otro,Sí,No,No,No,No,No,Sí,No,No,Sí,Sí,Sí,Sí,No,No,No,No,No,No,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,7,Windows,No,Sí,No
No,Femenino,39,Beni,Trinidad,SAN ANTONIO Mañana,normalista,15,Más de un año,8,Comunidad y Sociedad,Sí,Inclusion digital,Sí,Computadora portátil,3,No,NA,Dotada por el ministerio,Sí,No,Sí,No,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,Sí,No,No,No,No,No,7,Windows,Sí,Sí,Sí
Sí,Masculino,43,La Paz,La Paz,CHASQUIPAMPA A,especialidad,25,Más de un año,19,Cosmos y Pensamiento,No,,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,No,No,No,No,No,No,Sí,No,No,No,Sí,Sí,Sí,No,No,No,No,No,No,No,No,Sí,No,No,No,Sí,No,No,No,No,No,2,Windows,No,No,Sí
Sí,Femenino,47,La Paz,La Paz,URUGUAY,normalista,22,Más de un año,22,"Vida, Tierra y Territorio",No,,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,No,No,Sí,No,No,No,No,No,No,No,Sí,Sí,Sí,No,No,No,No,No,No,No,Sí,Sí,Sí,No,No,Sí,No,No,No,No,No,NA,Windows,Sí,Sí,Sí
Sí,Femenino,61,Santa Cruz,Santa Cruz de la Sierra,CASTULO CHAVEZ MAÑANA,licenciatura,31,Más de un año,19,Cosmos y Pensamiento,Sí,Inclusion digital,Sí,Computadora portátil,2,No,NA,Dotada por el ministerio,No,No,No,No,No,No,Sí,No,No,Sí,Sí,Sí,Sí,No,No,No,No,No,No,Sí,Sí,Sí,No,Sí,No,Sí,Sí,No,No,No,No,7,Windows,No,Sí,Sí
Sí,Femenino,55,La Paz,La Paz,CHASQUIPAMPA A,normalista,25,Más de un año,12,"Ciencia, Tecnología y Producción",Sí,Manejo de KUAAS ,Sí,Computadora de escritorio,2,No,NA,Dotada por el ministerio,Sí,No,Sí,No,No,No,Sí,Sí,No,Sí,Sí,Sí,Sí,No,No,No,No,Sí,No,Sí,Sí,Sí,No,Sí,Sí,No,No,No,No,No,No,4,Windows,No,Sí,Sí
Sí,Femenino,50,La Paz,La Paz,URUGUAY,normalista,25,Más de un año,25,Comunidad y Sociedad,No,,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,No,No,Sí,No,No,No,No,No,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sí,No,Sí,No,No,No,Sí,No,No,No,No,NA,Windows,Sí,Sí,Sí
Sí,Masculino,42,La Paz,La Paz,URUGUAY,tecnico,18,Más de un año,10,"Ciencia, Tecnología y Producción",Sí,Programas de software libre,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,No,No,Sí,No,No,No,No,No,No,No,Sí,Sí,Sí,No,No,No,Sí,No,No,Sí,Sí,Sí,Sí,No,No,Sí,No,No,No,No,No,5,Windows,Sí,Sí,Sí
Sí,Masculino,30,La Paz,El Alto,SAN VICENTE DE PAUL,normalista,8,Más de un año,8,Cosmos y Pensamiento,Sí,mapas mentales,Sí,Computadora portátil,2,Sí,1,Dotada por el ministerio,No,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,Sí,Sí,No,No,No,No,7,Windows,Sí,Sí,No
Sí,Masculino,46,La Paz,El Alto,BOLIVIA MAÑANA,especialidad,20,Más de un año,3,"Ciencia, Tecnología y Producción",No,,No,,NA,No,NA,Dotada por el ministerio,No,No,Sí,No,No,No,No,Sí,No,No,Sí,No,Sí,No,No,No,No,Sí,No,Sí,No,Sí,No,No,No,Sí,No,No,No,No,No,3,Linux,No,Sí,Sí
Sí,Femenino,46,La Paz,La Paz,URUGUAY,normalista,20,Más de un año,8,Comunidad y Sociedad,No,,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,No,No,Sí,Sí,No,No,No,No,No,No,Sí,Sí,Sí,No,No,No,No,No,No,Sí,Sí,Sí,Sí,No,No,Sí,Sí,No,No,No,No,NA,Windows,Sí,Sí,Sí
Sí,Femenino,45,La Paz,La Paz,URUGUAY,normalista,20,Más de un año,20,Comunidad y Sociedad,No,,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,No,No,No,No,No,No,Sí,No,No,No,Sí,Sí,Sí,No,No,No,No,No,No,No,Sí,Sí,Sí,No,No,Sí,Sí,No,No,No,No,NA,Windows,Sí,Sí,Sí
Sí,Femenino,45,Santa Cruz,Montero,Nacional Montero,licenciatura,25,Más de un año,14,"Vida, Tierra y Territorio",Sí,Ofimatica  tic,Sí,Computadora portátil,2,No,NA,Otro,Sí,No,Sí,No,No,No,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,No,No,No,No,7,Windows,Sí,Sí,Sí
Sí,Femenino,49,La Paz,La Paz,URUGUAY,normalista,25,Más de un año,15,Comunidad y Sociedad,No,,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,No,No,Sí,No,No,No,No,No,No,No,Sí,Sí,Sí,No,No,No,No,No,No,No,No,Sí,Sí,No,No,Sí,No,No,No,No,No,NA,Windows,Sí,Sí,Sí
Sí,Femenino,42,La Paz,La Paz,URUGUAY,normalista,21,Más de un año,21,Comunidad y Sociedad,No,,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,No,No,No,No,No,No,No,No,No,Sí,Sí,Sí,Sí,No,No,No,No,No,No,No,No,Sí,Sí,No,No,No,Sí,No,No,No,No,NA,Windows,Sí,Sí,Sí
No,Masculino,33,La Paz,La Paz,BOLIVIA IV,especialidad,4,Más de un año,2,Comunidad y Sociedad,No,,Sí,Computadora de escritorio,4,Sí,1,Por cuenta propia,Sí,No,No,Sí,No,No,No,No,No,No,Sí,Sí,No,Sí,Sí,No,No,No,No,No,Sí,Sí,Sí,No,Sí,Sí,No,No,No,No,No,4,Linux,Sí,Sí,No
Sí,Masculino,31,Tarija,Tarija,CASTELFORT CASTELLANOS Tarde,licenciatura,3,Menos de un año,NA,"Ciencia, Tecnología y Producción",No,,Sí,Computadora de escritorio,4,No,NA,Por cuenta propia,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,7,Linux,Sí,Sí,Sí
Sí,Masculino,38,Cochabamba,Quillacollo,CALAMA,licenciatura,19,Más de un año,10,"Ciencia, Tecnología y Producción",Sí,Manejo de las TICs ,Sí,Computadora portátil,2,Sí,1,Dotada por el ministerio,No,No,Sí,No,No,No,No,No,No,No,Sí,Sí,No,No,No,No,Sí,No,No,No,Sí,Sí,No,Sí,No,Sí,Sí,No,No,No,No,7,Windows,Sí,Sí,Sí
Sí,Femenino,32,La Paz,El Alto,PARAISO B,licenciatura,5,Más de un año,5,"Vida, Tierra y Territorio",No,,Sí,Computadora portátil,1,No,NA,Por cuenta propia,Sí,No,Sí,No,No,No,Sí,Sí,No,Sí,Sí,Sí,Sí,No,No,No,Sí,No,No,Sí,Sí,Sí,Sí,Sí,No,Sí,No,No,No,No,No,5,Windows,No,Sí,No
Sí,Femenino,31,La Paz,El Alto,BOLIVIA MAÑANA,licenciatura,5,Menos de un año,NA,Comunidad y Sociedad,No,,Sí,Computadora portátil,1,No,NA,Por cuenta propia,Sí,No,Sí,No,No,No,Sí,No,No,No,Sí,No,Sí,No,No,Sí,Sí,Sí,No,No,No,Sí,No,Sí,Sí,Sí,Sí,No,No,No,No,2,Windows,No,Sí,No
Sí,Femenino,44,Cochabamba,Quillacollo,CALAMA,especialidad,19,Más de un año,6,"Ciencia, Tecnología y Producción",Sí,Tecnologías educativas en el aula TICs,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,Sí,No,Sí,No,No,No,Sí,Sí,No,Sí,Sí,Sí,Sí,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,No,No,No,Sí,6,Windows,Sí,Sí,No
Sí,Femenino,43,Cochabamba,Quillacollo,CALAMA,licenciatura,13,Más de un año,4,Comunidad y Sociedad,Sí,Ciatec,Sí,Computadora de escritorio,2,Sí,1,Por cuenta propia,Sí,No,Sí,Sí,Sí,No,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,No,No,No,No,5,Windows,Sí,Sí,Sí
Sí,Masculino,39,La Paz,La Paz,ISAAC MALDONADO REQUE,licenciatura,17,Más de un año,2,Comunidad y Sociedad,Sí,Manejo de Tics Don Bosco,Sí,Computadora de escritorio,1,No,NA,Dotada por el ministerio,Sí,No,No,Sí,Sí,No,Sí,No,No,No,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,No,No,No,No,7,Windows,Sí,Sí,Sí
Sí,Femenino,35,La Paz,El Alto,REPUBLICA DEL JAPON MAÑANA,licenciatura,5,Menos de un año,NA,Comunidad y Sociedad,No,,Sí,Computadora portátil,1,No,NA,Por cuenta propia,Sí,No,Sí,Sí,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,No,Sí,No,Sí,Sí,Sí,Sí,No,No,No,No,5,Windows,Sí,Sí,Sí
Sí,Femenino,41,La Paz,El Alto,PARAISO B,maestria,18,Más de un año,10,"Vida, Tierra y Territorio",No,,Sí,Computadora portátil,3,No,NA,Otro,Sí,No,No,No,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,No,7,Windows,No,Sí,Sí
Sí,Masculino,45,Oruro,Oruro,SIMON BOLIVAR SECUNDARIA,licenciatura,19,Más de un año,4,"Ciencia, Tecnología y Producción",Sí,Kuaa,Sí,Computadora portátil,2,No,NA,Dotada por el ministerio,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,No,7,Windows,Sí,Sí,Sí
Sí,Masculino,42,Chuquisaca,Sucre,LOYOLA DE FE Y ALEGRIA B,especialidad,17,Más de un año,8,"Ciencia, Tecnología y Producción",Sí,Uso de kuas,Sí,Computadora portátil,3,No,NA,Dotada por el ministerio,Sí,No,Sí,No,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,No,No,No,No,NA,Windows,No,No,No
Sí,Femenino,52,La Paz,La Paz,ALFREDO VARGAS B,licenciatura,30,Más de un año,22,"Ciencia, Tecnología y Producción",Sí,Talleres con Educainnova,Sí,Computadora de escritorio,1,Sí,1,Otro,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,7,Windows,Sí,No,No
Sí,Femenino,44,Tarija,Tarija,LA PAZ Mañana,licenciatura,6,Más de un año,6,Comunidad y Sociedad,Sí,Uso de las Kuuas y el Linux,Sí,Computadora portátil,2,No,NA,Dotada por el ministerio,No,No,Sí,No,No,No,Sí,Sí,No,Sí,Sí,Sí,Sí,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,No,No,No,No,7,Windows,Sí,Sí,Sí
Sí,Femenino,56,Tarija,Tarija,LA SALLE CONVENIO Tarde,licenciatura,29,Más de un año,18,Comunidad y Sociedad,Sí,El que se impartió en el colegio con el grupo de inclusión digital ,Sí,Computadora portátil,2,Sí,1,Por cuenta propia,No,No,No,No,Sí,No,Sí,No,No,Sí,Sí,Sí,Sí,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,Sí,7,Windows,Sí,Sí,Sí
Sí,Masculino,61,La Paz,La Paz,ISAAC MALDONADO REQUE,licenciatura,37,Más de un año,4,"Ciencia, Tecnología y Producción",Sí,"Educación activa en matemáticas, procedimientos y estrategias en matemáticas",No,,NA,No,NA,Dotada por el ministerio,Sí,No,Sí,No,No,No,Sí,Sí,No,Sí,Sí,Sí,Sí,No,No,Sí,Sí,Sí,No,Sí,No,Sí,No,Sí,No,Sí,No,No,No,No,No,NA,Windows,No,Sí,Sí
Sí,Femenino,40,Oruro,Oruro,NACIONAL SAN JOSE,licenciatura,10,Más de un año,3,"Vida, Tierra y Territorio",Sí,agetic,Sí,Computadora de escritorio,1,No,NA,Por cuenta propia,Sí,No,No,No,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,No,Sí,No,Sí,Sí,No,No,Sí,No,No,No,No,No,3,Windows,No,Sí,Sí
Sí,Masculino,58,Oruro,Oruro,BOLIVIA DE VINTO SECUNDARIA,normalista,26,Más de un año,8,"Ciencia, Tecnología y Producción",Sí,Inclusión Digital AGETIC,Sí,Computadora de escritorio,1,Sí,1,Por cuenta propia,Sí,No,Sí,No,No,No,Sí,No,No,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,No,No,No,No,5,Windows,Sí,No,Sí
Sí,Femenino,45,La Paz,El Alto,AYACUCHO TARDE,tecnico,21,Más de un año,10,Comunidad y Sociedad,Sí,Agetic,Sí,Computadora portátil,2,No,NA,Dotada por el ministerio,No,No,No,No,No,No,Sí,No,No,No,Sí,Sí,Sí,No,No,No,No,No,No,Sí,Sí,Sí,Sí,No,No,Sí,No,No,No,No,No,7,Windows,Sí,Sí,No
Sí,Femenino,30,Santa Cruz,Santa Cruz de la Sierra,CASTULO CHAVEZ MAÑANA,licenciatura,8,Más de un año,3,Comunidad y Sociedad,Sí,uso de las TIC en el aula,Sí,Computadora portátil,3,No,NA,Dotada por el ministerio,Sí,No,Sí,No,Sí,No,Sí,Sí,Sí,Sí,Sí,No,Sí,No,No,Sí,Sí,No,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,No,No,No,No,NA,Windows,No,Sí,No
Sí,Femenino,31,Santa Cruz,Santa Cruz de la Sierra,NACIONAL COTOCA,licenciatura,8,Menos de un año,NA,"Ciencia, Tecnología y Producción",No,,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,Sí,No,Sí,No,No,No,Sí,No,No,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,No,No,Sí,Sí,Sí,No,Sí,No,Sí,Sí,No,No,No,No,7,Windows,Sí,Sí,No
Sí,Femenino,29,Santa Cruz,Santa Cruz de la Sierra,NACIONAL COTOCA,licenciatura,5,Más de un año,5,Cosmos y Pensamiento,Sí,5,Sí,Computadora portátil,1,No,NA,Por cuenta propia,Sí,No,Sí,No,No,No,Sí,Sí,No,No,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,NA,Windows,No,Sí,Sí
Sí,Femenino,60,La Paz,La Paz,LA MERCED B,licenciatura,34,Más de un año,30,"Ciencia, Tecnología y Producción",Sí,Uso de herramientas de software libre,Sí,Computadora portátil,1,Sí,1,Dotada por el ministerio,Sí,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,No,No,No,Sí,No,No,Sí,No,No,Sí,Sí,Sí,Sí,No,No,No,No,5,Windows,Sí,Sí,Sí
Sí,Femenino,34,Chuquisaca,Sucre,LOYOLA DE FE Y ALEGRIA B,especialidad,6,Más de un año,1,"Ciencia, Tecnología y Producción",Sí,Manejo de cuas,Sí,Computadora portátil,1,Sí,1,Por cuenta propia,Sí,No,Sí,No,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,No,7,Windows,Sí,Sí,Sí
Sí,Masculino,55,Oruro,Oruro,NACIONAL SAN JOSE,licenciatura,17,Menos de un año,NA,"Vida, Tierra y Territorio",Sí,agetic,No,,NA,No,NA,Dotada por el ministerio,Sí,No,No,No,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,No,Sí,No,Sí,No,Sí,No,Sí,No,No,No,No,No,2,Windows,No,No,Sí
Sí,Masculino,49,Oruro,Oruro,BOLIVIA DE VINTO SECUNDARIA,licenciatura,20,Más de un año,12,Cosmos y Pensamiento,No,,Sí,Computadora portátil,2,No,NA,Por cuenta propia,Sí,Sí,Sí,Sí,No,No,Sí,No,No,No,Sí,Sí,Sí,No,No,Sí,Sí,Sí,No,Sí,No,Sí,No,Sí,Sí,Sí,No,No,No,No,No,3,Windows,Sí,No,Sí
Sí,Femenino,56,La Paz,El Alto,SIMON BOLIVAR TARDE,maestria,33,Más de un año,2,"Ciencia, Tecnología y Producción",Sí,Herramientas de software libre,Sí,Computadora de escritorio,1,Sí,1,Por cuenta propia,Sí,No,No,No,No,No,No,Sí,No,No,Sí,Sí,Sí,No,No,No,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,No,No,7,Windows,Sí,Sí,Sí
Sí,Femenino,48,La Paz,La Paz,LA MERCED B,normalista,25,Más de un año,8,Cosmos y Pensamiento,No,,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,Sí,No,No,No,No,No,No,No,No,No,Sí,No,Sí,No,No,No,Sí,No,No,No,No,Sí,No,Sí,Sí,Sí,Sí,No,No,No,No,2,Windows,Sí,Sí,Sí
Sí,Femenino,56,Tarija,Tarija,LA SALLE CONVENIO Tarde,licenciatura,33,Más de un año,17,Comunidad y Sociedad,Sí,Curso en el colegio de AGETIC ,Sí,Computadora portátil,2,Sí,1,Por cuenta propia,No,No,Sí,No,Sí,No,Sí,Sí,No,Sí,Sí,Sí,Sí,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,Sí,7,Windows,Sí,Sí,Sí
Sí,Masculino,32,Oruro,Oruro,NACIONAL SAN JOSE,licenciatura,9,Menos de un año,NA,Cosmos y Pensamiento,Sí,agetic,Sí,Computadora de escritorio,1,No,NA,Dotada por el ministerio,Sí,No,No,No,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,No,Sí,No,Sí,No,No,No,Sí,No,No,No,No,No,3,Windows,No,Sí,Sí
Sí,Femenino,45,La Paz,La Paz,MARIEN GARTEN C,normalista,7,Más de un año,3,"Vida, Tierra y Territorio",Sí,Capacitación en uso de software libre,Sí,Computadora portátil,2,Sí,1,Dotada por el ministerio,Sí,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,7,Windows,Sí,Sí,No
Sí,Femenino,58,Oruro,Oruro,BOLIVIA DE VINTO SECUNDARIA,maestria,22,Más de un año,18,Comunidad y Sociedad,Sí,Agetic,Sí,Computadora de escritorio,1,No,NA,Por cuenta propia,Sí,No,Sí,No,No,No,Sí,No,No,Sí,Sí,Sí,Sí,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,No,No,No,NA,Windows,Sí,No,Sí
Sí,Femenino,45,La Paz,El Alto,PRIMAVERA B,normalista,20,Más de un año,12,Cosmos y Pensamiento,Sí,manejo de las KUAA,Sí,Computadora de escritorio,1,No,NA,Por algún familiar,Sí,No,No,No,No,No,Sí,No,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,No,No,No,No,6,Windows,Sí,Sí,Sí
Sí,Femenino,57,La Paz,El Alto,PRIMAVERA B,licenciatura,32,Más de un año,9,"Ciencia, Tecnología y Producción",Sí,tics ,Sí,Computadora de escritorio,2,Sí,4,Por cuenta propia,Sí,Sí,Sí,No,No,No,Sí,No,No,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,No,No,No,7,Windows,Sí,Sí,Sí
Sí,Femenino,38,Chuquisaca,Sucre,LOYOLA DE FE Y ALEGRIA B,licenciatura,10,Más de un año,7,Comunidad y Sociedad,Sí,Kuas,Sí,Computadora portátil,2,Sí,1,Por cuenta propia,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,No,No,No,No,No,No,2,Windows,Sí,Sí,Sí
Sí,Femenino,29,Santa Cruz,Santa Cruz de la Sierra,NACIONAL COTOCA,especialidad,4,Menos de un año,NA,Comunidad y Sociedad,No,,Sí,Computadora portátil,1,No,NA,Por cuenta propia,Sí,No,Sí,No,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,7,Windows,No,Sí,Sí
Sí,Femenino,40,Oruro,Oruro,NACIONAL SAN JOSE,normalista,18,Menos de un año,NA,"Ciencia, Tecnología y Producción",No,,No,,NA,No,NA,Dotada por el ministerio,Sí,No,No,No,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,No,Sí,No,Sí,No,No,No,Sí,No,No,No,No,No,NA,Windows,No,Sí,Sí
Sí,Femenino,46,Pando,Cobija,MCAL. SUCRE MAÑANA,licenciatura,23,Más de un año,15,Cosmos y Pensamiento,No,,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,Sí,No,No,No,No,No,No,No,No,No,Sí,Sí,Sí,No,No,Sí,Sí,Sí,No,No,Sí,Sí,No,Sí,Sí,Sí,Sí,No,No,No,No,2,Windows,Sí,No,Sí
Sí,Femenino,33,La Paz,El Alto,JESUS MARIA FE Y ALEGRIA,normalista,7,Más de un año,2,Comunidad y Sociedad,Sí,Uso de las TICS,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,Sí,No,No,No,No,No,No,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,Sí,Sí,Sí,Sí,No,Sí,No,Sí,Sí,Sí,Sí,No,No,No,No,5,Windows,Sí,Sí,Sí
Sí,Masculino,59,La Paz,La Paz,IGNACIO CALDERON FE Y ALEGRIA II,licenciatura,30,Más de un año,27,"Ciencia, Tecnología y Producción",Sí,tecnico auxiliar  CEC,Sí,Computadora de escritorio,4,Sí,2,Por cuenta propia,Sí,No,Sí,No,No,No,Sí,Sí,No,No,Sí,Sí,Sí,No,No,No,No,Sí,No,No,Sí,Sí,No,No,No,Sí,No,No,No,No,No,3,Windows,Sí,Sí,Sí
Sí,Femenino,45,Oruro,Oruro,NACIONAL SAN JOSE,maestria,25,Menos de un año,NA,"Vida, Tierra y Territorio",No,,Sí,Computadora de escritorio,1,No,NA,Por cuenta propia,Sí,No,No,No,No,No,No,No,No,No,Sí,No,Sí,No,No,No,No,No,No,No,Sí,Sí,No,Sí,No,Sí,No,No,No,No,No,NA,Windows,Sí,Sí,Sí
Sí,Femenino,56,La Paz,La Paz,DOMINGO FAUSTINO SARMIENTO,especialidad,27,Más de un año,12,Comunidad y Sociedad,Sí,proyecto de inclusion digital,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,Sí,No,Sí,No,No,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,No,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,No,No,5,Windows,Sí,Sí,Sí
Sí,Masculino,58,La Paz,La Paz,DOMINGO FAUSTINO SARMIENTO,especialidad,33,Más de un año,6,Comunidad y Sociedad,Sí,Proyecto de Inclusion Digital y curso de la Alcaldía,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,Sí,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,No,No,No,No,No,4,Windows,Sí,Sí,Sí
Sí,Femenino,56,La Paz,El Alto,BOLIVIA MAÑANA,licenciatura,27,Más de un año,21,"Vida, Tierra y Territorio",No,,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,Sí,No,Sí,No,No,No,Sí,Sí,No,Sí,Sí,Sí,Sí,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,No,No,No,No,7,Windows,No,No,Sí
Sí,Femenino,38,La Paz,La Paz,DOMINGO FAUSTINO SARMIENTO,maestria,12,Más de un año,5,"Ciencia, Tecnología y Producción",Sí,Capacitación de la Alcaldía para el uso de kuaas en el aula,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,Sí,No,Sí,No,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,Sí,No,No,6,Windows,Sí,Sí,Sí
